id,doi,title,year,abstract,authors_raw,authors_id,authors_affiliations,keywords_raw,keywords_id,references_doi,source,language,is_seed
W1760358764,,"Social Ecography: International Trade, Network Analysis and an Emmanuelian Conceptualization of Ecological Unequal Exchange",2010,"This thesis demonstrates how network analysis, ecological economics and the world-system perspective can be combined into an ecographic framework that can yield new insights into the underlying structure of the world-economy as well as its surrounding world-ecology. In particular, the thesis focuses on the structural theory of ecological unequal exchange, a theory suggesting a relationship between positionality within the world-system and unequal exchange of biophysical resources. Using formal tools from social network analysis, the theory is tested on empirical trade data for two commodity types – primary agricultural goods and fuel commodities – for the period 1995-1999. As the selected commodities can be seen as adequate representations of the third Ricardian production factor, i.e. natural resources, ecological unequal exchange as conceptualized in this thesis is more in line with the original Emmanuelian factor-cost theory than previous approaches. Here, similar to Emmanuel’s formulation, it is a theory about factor cost differentials. Whereas the theory mostly holds true in the case of fuel commodities, the analysis of primary agricultural commodities actually points to an inverse relationship between structural positionality and ecological unequal exchange. This could point to a fundamental difference between these two types of commodities, for instance as reflected in an observed ecological Leontief paradox, which underlines the need for more detailed, and less typological, treatments of ecological unequal exchange.",Carl Nordlund,A5033663242,,Conceptualization; Economics; Commodity; Ecological economics; Ecology; Sustainability; Computer science,conceptualization; economics; commodity; ecological-economics; ecology; sustainability; computer-science,,Lund University Publications (Lund University),en,False
W1598844417,10.4324/9780203094402,Engaging with Climate Change,2012,"Rapley. Foreword. Weintrobe, Preface. Weintrobe, Introduction. Hamilton, What History Can Teach Us About Climate Change Denial. Weintrobe, The Difficult Problem Of Anxiety In Thinking About Climate Change. Lehtonen, Valimaki, Discussion The Environmental Neurosis Of Modern Man: The Illusion Of Autonomy And The Real Dependence Denied. Mause-Hanke, Discussion. Hoggett, Climate Change Denial In A Perverse Culture. Steiner, Discussion. Cohen, Discussion. Hoggett, Reply. Randall, Great Expectations: Some Psychic Consequences Of The Discovery Of Personal Ecological Debt. Rustin, Discussion. Ward, Discussion. Randall, Reply. Lertzman, The Myth Of Apathy. Brenman-Pick, Discussion Not I. Bichard, Discussion How Sustainable Change Agents Can Adopt Psychoanalytic Perspectives On Climate Change. Keene,Unconscious Obstacles To Caring For The Planet. Brearley, Discussion. Hinshelwood, Discussion Goods And Bads. Rustin, How Is Psychoanalysis An Issue For Climate Change? Alexander, Discussion. Benton, Discussion. Rustin, Reply. Weintrobe, On The Love Of Nature And On Human Nature. Crompton, Discussion On Love Of Nature And The Nature Of Love. Hannis, Discussion Nature, Capitalism And Human Flourishing. Harrison, Climate Change, Uncertainty And Risk.",,,,Computer science; Environmental science,computer-science; environmental-science,,,en,False
W2195484168,10.1080/23251042.2015.1114208,Unequal carbon exchanges: understanding pollution embodied in global trade,2015,"We examine carbon emission transfers via trade among countries over a 20-year period. A net transfer of carbon emission means that the emission embodied in a country’s imports exceeds the emission embodied in exports. We consider a number of socio-economic drivers to explain variations in such net transfers across countries. Our findings show a U-shaped curvilinear relationship between countries’ GDP per capita and their net carbon transfer, suggesting that countries are typically heavy net importers of carbon in early phases of economic development, become balanced or even net exporters of carbon in middle stages of development, and then return to being heavy net importers of carbon in later stages of development. We reflect on these findings in the context of ecological modernization (EM) and ecological unequal exchange (EUE) theories, as well as the environmental Kuznets curve (EKC) hypothesis.",Christina Prell; Laixiang Sun,A5037616102; A5041464316,"University of Maryland, College Park (US); University of Maryland, College Park (US)",Kuznets curve; Context (archaeology); Per capita; Economics; Industrialisation; Natural resource economics; Economic growth; Geography; Population,kuznets-curve; context; per-capita; economics; industrialisation; natural-resource-economics; economic-growth; geography; population,https://openalex.org/W564808682; https://openalex.org/W605044516; https://openalex.org/W631285250; https://openalex.org/W638585138; https://openalex.org/W652486963; https://openalex.org/W652794575; https://openalex.org/W1504658872; https://openalex.org/W1511395520; https://openalex.org/W1534847451; https://openalex.org/W1566187841; https://openalex.org/W1590488950; https://openalex.org/W1591166682; https://openalex.org/W1840907900; https://openalex.org/W1965014002; https://openalex.org/W1967879531; https://openalex.org/W1968305520; https://openalex.org/W1970139579; https://openalex.org/W1983474380; https://openalex.org/W1983784355; https://openalex.org/W1984190418; https://openalex.org/W1986325149; https://openalex.org/W1987019268; https://openalex.org/W1992698519; https://openalex.org/W1994450298; https://openalex.org/W1996848963; https://openalex.org/W2006255049; https://openalex.org/W2007436220; https://openalex.org/W2013386523; https://openalex.org/W2018502693; https://openalex.org/W2019199332; https://openalex.org/W2022542406; https://openalex.org/W2024725622; https://openalex.org/W2027529454; https://openalex.org/W2034221877; https://openalex.org/W2036219106; https://openalex.org/W2037088854; https://openalex.org/W2038399826; https://openalex.org/W2039839403; https://openalex.org/W2040342446; https://openalex.org/W2041490855; https://openalex.org/W2041776077; https://openalex.org/W2043357381; https://openalex.org/W2044269414; https://openalex.org/W2047045802; https://openalex.org/W2050986266; https://openalex.org/W2052094794; https://openalex.org/W2056926496; https://openalex.org/W2056944867; https://openalex.org/W2057810683; https://openalex.org/W2061046454; https://openalex.org/W2062797837; https://openalex.org/W2071572611; https://openalex.org/W2072688741; https://openalex.org/W2075510806; https://openalex.org/W2076902169; https://openalex.org/W2080577950; https://openalex.org/W2087759377; https://openalex.org/W2089560544; https://openalex.org/W2093347332; https://openalex.org/W2096317677; https://openalex.org/W2096565435; https://openalex.org/W2112698403; https://openalex.org/W2113153173; https://openalex.org/W2119211517; https://openalex.org/W2122831705; https://openalex.org/W2125388400; https://openalex.org/W2125481562; https://openalex.org/W2126205604; https://openalex.org/W2131554966; https://openalex.org/W2131665065; https://openalex.org/W2136276883; https://openalex.org/W2137775183; https://openalex.org/W2143917121; https://openalex.org/W2148185586; https://openalex.org/W2148732650; https://openalex.org/W2161438705; https://openalex.org/W2162141368; https://openalex.org/W2164703638; https://openalex.org/W2182089091; https://openalex.org/W2201508122; https://openalex.org/W2243371407; https://openalex.org/W2279795386; https://openalex.org/W2288595092; https://openalex.org/W2337659769; https://openalex.org/W2339391629; https://openalex.org/W2578584143; https://openalex.org/W2614181444; https://openalex.org/W3122477235; https://openalex.org/W3124139326; https://openalex.org/W3124532690; https://openalex.org/W3148332745; https://openalex.org/W4242058497; https://openalex.org/W4242216426; https://openalex.org/W4254027994; https://openalex.org/W4300778821,Environmental Sociology,en,False
W2594589186,10.2458/v23i1.20225,Measuring environmental injustice: how ecological debt defines a radical change in the international legal system,2016,"This paper takes ecological debt as a measure of environmental injustice, and appraises this idea as a driving force for change in the international legal system. Environmental justice is understood here as a fair distribution of charges and benefits derived from using natural resources, in order to provide minimal welfare standards to all human beings, including future generations. Ecological debt measures this injustice, as an unfair and illegitimate distribution of benefits and burdens within the social metabolism, including ecologically unequal exchange, as a disproportionate appropriation and impairment of common goods, such as the atmosphere. Structural features of the international system promote a lack of transparency, control and accountability of power, through a pro-growth and pro-freedom language. In theory, this discourse comes with the promise of compensation for ordinary people, but in fact it benefits only a few. Ecological debt, as a symptom of the pervasive injustice of the current balance of power, demands an equivalent response, unravelling and deconstructing real power behind the imagery of equally sovereign states. It claims a counterhegemonic agenda aiming at rebuilding international law from a pluralist, 'third world' or Southern perspective and improving the balance of power. Ecological debt should not only serve as a means of compensation, but as a conceptual definition of an unfair system of human relations, which needs change. It may also help to define the burdens to be assumed as costs for the change required in international relations, i.e. by promoting the constitutionalization of international law and providing appropriate protection to human beings under the paradigms of sustainability (not sustainable development) and equity.",Antoni Pigrau i Solé; Antonio Cardesa Salzmann; Jordi Jaria i Manzano; Susana Borràs Pentinat,A5012821152; A5072650099; A5020697726; A5026396746,Universitat Rovira i Virgili (ES); University of Strathclyde (GB); Universitat Rovira i Virgili (ES); Universitat Rovira i Virgili (ES),Injustice; Appropriation; Environmental justice; Human rights; Sustainable development; Environmental law; Debt; Law and economics; Economics; Political science; Law; Finance,injustice; appropriation; environmental-justice; human-rights; sustainable-development; environmental-law; debt; law-and-economics; economics; political-science; law; finance,https://openalex.org/W6418695; https://openalex.org/W393785938; https://openalex.org/W614736872; https://openalex.org/W654027561; https://openalex.org/W756773437; https://openalex.org/W1121996343; https://openalex.org/W1248118106; https://openalex.org/W1509463507; https://openalex.org/W1535393865; https://openalex.org/W1587294828; https://openalex.org/W1589361174; https://openalex.org/W1684472600; https://openalex.org/W1799887369; https://openalex.org/W1907583418; https://openalex.org/W1965253625; https://openalex.org/W1992461584; https://openalex.org/W2027802007; https://openalex.org/W2046173547; https://openalex.org/W2070333231; https://openalex.org/W2082018652; https://openalex.org/W2087694774; https://openalex.org/W2087992692; https://openalex.org/W2094520873; https://openalex.org/W2104519673; https://openalex.org/W2119590495; https://openalex.org/W2159289211; https://openalex.org/W2167382412; https://openalex.org/W2319568853; https://openalex.org/W2336527297; https://openalex.org/W2339685604; https://openalex.org/W2395851320; https://openalex.org/W2481067057; https://openalex.org/W2567118993; https://openalex.org/W2594243269; https://openalex.org/W2736628311; https://openalex.org/W2799975152; https://openalex.org/W2806647172; https://openalex.org/W2978374962; https://openalex.org/W3121349663; https://openalex.org/W3123409510; https://openalex.org/W3125314127; https://openalex.org/W3159280209; https://openalex.org/W3211177043; https://openalex.org/W4233566767; https://openalex.org/W4244209322; https://openalex.org/W4249578445; https://openalex.org/W4254835415; https://openalex.org/W4299402866; https://openalex.org/W6627316930; https://openalex.org/W6633206287; https://openalex.org/W6635261573; https://openalex.org/W6660154277; https://openalex.org/W6676331168; https://openalex.org/W6740903121; https://openalex.org/W6751054145; https://openalex.org/W6755130354; https://openalex.org/W6803608743; https://openalex.org/W6820768008; https://openalex.org/W6820861918; https://openalex.org/W6986524961; https://openalex.org/W7056187441,Journal of Political Ecology,en,False
W4240411357,10.1007/978-3-030-29901-9_27,Ecological Unequal Exchange,2021,,Jan O. Andersson,A5070191512,Åbo Akademi University (FI),Ecology; Geography; Biology,ecology; geography; biology,https://openalex.org/W651598703; https://openalex.org/W1484177660; https://openalex.org/W1551322995; https://openalex.org/W1616101857; https://openalex.org/W1738944162; https://openalex.org/W1970139579; https://openalex.org/W1988324589; https://openalex.org/W1990164247; https://openalex.org/W2002269579; https://openalex.org/W2013402297; https://openalex.org/W2024828896; https://openalex.org/W2025874583; https://openalex.org/W2026865785; https://openalex.org/W2033186995; https://openalex.org/W2036713768; https://openalex.org/W2052630221; https://openalex.org/W2057002878; https://openalex.org/W2099161992; https://openalex.org/W2115070437; https://openalex.org/W2119211517; https://openalex.org/W2267106946; https://openalex.org/W2291058877; https://openalex.org/W2324550751; https://openalex.org/W2347141676; https://openalex.org/W2480022570; https://openalex.org/W2559805026; https://openalex.org/W2605728354; https://openalex.org/W2607635248; https://openalex.org/W2618067250; https://openalex.org/W2753417580; https://openalex.org/W3123592998; https://openalex.org/W4211244051; https://openalex.org/W6616702184; https://openalex.org/W6639620335; https://openalex.org/W6694662396; https://openalex.org/W7042237278,,en,False
W4255108584,10.1007/978-3-319-91206-6_27-1,Ecological Unequal Exchange,2019,,Jan O. Andersson,A5070191512,Åbo Akademi University (FI),Ecology; Environmental science; Geography; Biology,ecology; environmental-science; geography; biology,https://openalex.org/W651598703; https://openalex.org/W1484177660; https://openalex.org/W1551322995; https://openalex.org/W1616101857; https://openalex.org/W1738944162; https://openalex.org/W1970139579; https://openalex.org/W1988324589; https://openalex.org/W1990164247; https://openalex.org/W2002269579; https://openalex.org/W2013402297; https://openalex.org/W2024828896; https://openalex.org/W2025874583; https://openalex.org/W2026865785; https://openalex.org/W2033186995; https://openalex.org/W2036713768; https://openalex.org/W2052630221; https://openalex.org/W2057002878; https://openalex.org/W2099161992; https://openalex.org/W2115070437; https://openalex.org/W2119211517; https://openalex.org/W2267106946; https://openalex.org/W2291058877; https://openalex.org/W2324550751; https://openalex.org/W2347141676; https://openalex.org/W2480022570; https://openalex.org/W2559805026; https://openalex.org/W2605728354; https://openalex.org/W2607635248; https://openalex.org/W2618067250; https://openalex.org/W2753417580; https://openalex.org/W3123592998; https://openalex.org/W4211244051; https://openalex.org/W6616702184; https://openalex.org/W6639620335; https://openalex.org/W6694662396; https://openalex.org/W7042237278,,en,False
W4387873668,10.4337/9781802200416.ch23,Ecological unequal exchange,2023,"Ecological Unequal Exchange (EUE) arises from Ecological Economics concerns about issues of distributional environmental equity between countries as a result of international trade (IT). EUE shows that IT is asymmetric not only in economic but also in ecological terms. This asymmetry especially affects Southern countries that specialise in extracting and exporting raw materials. And it favours Northern countries that produce and export capital- and knowledge-intensive goods. Identifying EUE requires consideration of the biophysical aspects of production, transport, and consumption, where the Second Law of Thermodynamics is essential. The inverse relationship between the biophysical value of natural resources and their economic valuation is what enables the metabolism of society in its global organisation. The price differential resulting from this relationship, supported by an asymmetric power structure at the international level, allows industrialised countries to obtain the energy available for their metabolic functioning, and the unequal exchange and ecological deterioration in the countries of the South are the most obvious results.",Mario Alejandro Pérez Rincón,A5006382147,,Economics; Equity (law); Valuation (finance); Natural resource economics; Ecology; Ecological economics; Consumption (sociology); Sustainability; Political science; Biology,economics; equity; valuation; natural-resource-economics; ecology; ecological-economics; consumption; sustainability; political-science; biology,,Edward Elgar Publishing eBooks,en,False
W2117633894,10.1080/01436590802622987,"Contemporary Contradictions of the Global Development Project: geopolitics, global ecology and the ‘development climate’",2009,"Abstract The global development project faces newly evident challenges in the combination of energy, climate and food crises. Their interrelationships create a powerful moment in world history in which analysts and practitioners grope for solutions, limited by the narrow market episteme. This contribution argues that official development, in advocating green market solutions, recycles the problem as solution—a problem rooted in the geopolitics of an unsustainable global ‘metabolic rift’ and a discourse of global ecology reinforcing international power relations through monetary valuation, and deepening the North's ‘ecological debt’.",Philip McMichael,A5077240588,Cornell University (US),Geopolitics; Climate change; Global warming; Ecology; International development; Political science; Economics; Sociology; Economic growth; Biology; Law; Politics,geopolitics; climate-change; global-warming; ecology; international-development; political-science; economics; sociology; economic-growth; biology; law; politics,https://openalex.org/W3159280209,Third World Quarterly,en,False
W2321511225,10.1016/j.socnet.2016.03.001,The evolution of global trade and impacts on countries’ carbon trade imbalances,2016,,Christina Prell; Kuishuang Feng,A5037616102; A5049493168,"University of Maryland, College Park (US); University of Maryland, College Park (US)",Economics; Context (archaeology); International economics; Gravity model of trade; Carbon fibers; Trade barrier; International trade; Computer science; Geography,economics; context; international-economics; gravity-model-of-trade; carbon-fibers; trade-barrier; international-trade; computer-science; geography,https://openalex.org/W31487802; https://openalex.org/W244587596; https://openalex.org/W286295083; https://openalex.org/W291831081; https://openalex.org/W570362212; https://openalex.org/W582090430; https://openalex.org/W605044516; https://openalex.org/W610187120; https://openalex.org/W1493472778; https://openalex.org/W1504658872; https://openalex.org/W1520463711; https://openalex.org/W1533643283; https://openalex.org/W1535196592; https://openalex.org/W1591166682; https://openalex.org/W1968342703; https://openalex.org/W1969128202; https://openalex.org/W1970139579; https://openalex.org/W1973749534; https://openalex.org/W1976868072; https://openalex.org/W1983716515; https://openalex.org/W1986325149; https://openalex.org/W1987458928; https://openalex.org/W1989968173; https://openalex.org/W1996848963; https://openalex.org/W2006255049; https://openalex.org/W2007080465; https://openalex.org/W2011049045; https://openalex.org/W2013386523; https://openalex.org/W2014480644; https://openalex.org/W2020829974; https://openalex.org/W2022542406; https://openalex.org/W2041490855; https://openalex.org/W2041786698; https://openalex.org/W2044269414; https://openalex.org/W2054166232; https://openalex.org/W2055325415; https://openalex.org/W2056926496; https://openalex.org/W2057222804; https://openalex.org/W2057810683; https://openalex.org/W2059368404; https://openalex.org/W2062797837; https://openalex.org/W2067793019; https://openalex.org/W2071572611; https://openalex.org/W2073562966; https://openalex.org/W2073916725; https://openalex.org/W2074724691; https://openalex.org/W2076881948; https://openalex.org/W2099699569; https://openalex.org/W2099815494; https://openalex.org/W2100194699; https://openalex.org/W2113153173; https://openalex.org/W2119211517; https://openalex.org/W2120104040; https://openalex.org/W2122465344; https://openalex.org/W2122831705; https://openalex.org/W2125481562; https://openalex.org/W2135622701; https://openalex.org/W2139310104; https://openalex.org/W2143893259; https://openalex.org/W2145251530; https://openalex.org/W2145917034; https://openalex.org/W2146527895; https://openalex.org/W2148732650; https://openalex.org/W2160268549; https://openalex.org/W2160508096; https://openalex.org/W2163362767; https://openalex.org/W2164703638; https://openalex.org/W2184625852; https://openalex.org/W2194406924; https://openalex.org/W2201508122; https://openalex.org/W2207225886; https://openalex.org/W2212083538; https://openalex.org/W2262220628; https://openalex.org/W2262759381; https://openalex.org/W2284583324; https://openalex.org/W2288595092; https://openalex.org/W2337659769; https://openalex.org/W2475644619; https://openalex.org/W2564098583; https://openalex.org/W2578584143; https://openalex.org/W2607554261; https://openalex.org/W2800079351; https://openalex.org/W2806566552; https://openalex.org/W2902911166; https://openalex.org/W3122661090; https://openalex.org/W3122821355; https://openalex.org/W3124139326; https://openalex.org/W3124405280; https://openalex.org/W3126109796; https://openalex.org/W4301620991; https://openalex.org/W4302354913; https://openalex.org/W6601281690; https://openalex.org/W6631606621; https://openalex.org/W6680968406; https://openalex.org/W6686669974; https://openalex.org/W6687811615; https://openalex.org/W6695537366,Social Networks,en,False
W91194789,,Ecological Debt and Historical Responsibility Revisited: The case of climate change,2012,"In spite of its strong appeal to NGOs, to certain governments and to some scholars, the concept of an ecological debt accumulated by developed countries due to their historical responsibility deserve a serious critical assessment. The paper provides this assessment in the context of climate change. It first shows how the rhetoric of ecological debt exploits confusion between a pre-modern concept of social debt and the modern one based on the contract figure. Two components of the climate debt are examined: a presumed duty of compensation of the damage imposed by climate change and rules of sharing out of atmospheric services when developed countries are presumed to have emitted GHGs in the past in excess of their fair share. The discussion considers successively the legal and the moral viewpoint. A review of arguments shows that both concepts of ecological debt and historical responsibility disintegrate under scrutiny in the case of climate change, as ill-founded backward-looking reparative concepts as well as additional obstacles to a forward-looking agreement in which responsibilities could legitimately be differentiated according to various variables referring to current states (emissions levels, needs, capacities, etc.). The GHGs emissions that cause problems are those that have taken place since 1990.",Olivier Godard,A5070222969,,Debt; Scrutiny; Greenhouse gas; Climate change; Context (archaeology); Duty; Moral responsibility; Appeal; Damages; Political science; Environmental ethics; Economics; Ecology; Geography; Law; Finance,debt; scrutiny; greenhouse-gas; climate-change; context; duty; moral-responsibility; appeal; damages; political-science; environmental-ethics; economics; ecology; geography; law; finance,https://openalex.org/W203693828; https://openalex.org/W260890562; https://openalex.org/W1169467774; https://openalex.org/W1488923419; https://openalex.org/W1512230970; https://openalex.org/W1519919466; https://openalex.org/W1555168770; https://openalex.org/W1566890474; https://openalex.org/W1593021046; https://openalex.org/W1756467313; https://openalex.org/W1772647737; https://openalex.org/W1781292848; https://openalex.org/W1955391275; https://openalex.org/W1971654441; https://openalex.org/W1974609519; https://openalex.org/W1998111534; https://openalex.org/W2002863535; https://openalex.org/W2012254774; https://openalex.org/W2013531215; https://openalex.org/W2030602370; https://openalex.org/W2058103174; https://openalex.org/W2073139884; https://openalex.org/W2092548441; https://openalex.org/W2103865635; https://openalex.org/W2118777456; https://openalex.org/W2126416729; https://openalex.org/W2126588792; https://openalex.org/W2128207432; https://openalex.org/W2131740028; https://openalex.org/W2157555752; https://openalex.org/W2159167826; https://openalex.org/W2290283773; https://openalex.org/W2336434939; https://openalex.org/W2510803780; https://openalex.org/W2527769517; https://openalex.org/W3121653486; https://openalex.org/W3123930679; https://openalex.org/W3124082720; https://openalex.org/W3124417004; https://openalex.org/W3159280209,Cadmus - EUI Research Repository (European University Institute),en,False
W2788955535,10.1016/j.ecolecon.2018.01.030,Modelling Multi-regional Ecological Exchanges: The Case of UK and Africa,2018,,Eunice Oppon; Adolf Acquaye; Taofeeq Ibn‐Mohammed; Lenny Koh,A5010245794; A5032608262; A5091745047; A5079714997,University of Sheffield (GB); University of Kent (GB); University of Sheffield (GB); University of Sheffield (GB),Poverty; Developing country; Goods and services; Natural resource economics; Economics; Ecosystem services; Work (physics); Business; Environmental resource management; Ecology; Economic growth; Economy; Ecosystem,poverty; developing-country; goods-and-services; natural-resource-economics; economics; ecosystem-services; work; business; environmental-resource-management; ecology; economic-growth; economy; ecosystem,https://openalex.org/W88898997; https://openalex.org/W97188817; https://openalex.org/W222914877; https://openalex.org/W1493472778; https://openalex.org/W1511877300; https://openalex.org/W1533063787; https://openalex.org/W1586936537; https://openalex.org/W1820544219; https://openalex.org/W1965592156; https://openalex.org/W1966605003; https://openalex.org/W1970139579; https://openalex.org/W1973954730; https://openalex.org/W1984190418; https://openalex.org/W1986552857; https://openalex.org/W1987458928; https://openalex.org/W1995968610; https://openalex.org/W1998804088; https://openalex.org/W1999009515; https://openalex.org/W2004010203; https://openalex.org/W2007080465; https://openalex.org/W2010101976; https://openalex.org/W2012011920; https://openalex.org/W2017760134; https://openalex.org/W2020297434; https://openalex.org/W2020374898; https://openalex.org/W2024725622; https://openalex.org/W2030517974; https://openalex.org/W2032167419; https://openalex.org/W2041490855; https://openalex.org/W2044269414; https://openalex.org/W2045987553; https://openalex.org/W2051808875; https://openalex.org/W2060603126; https://openalex.org/W2068856199; https://openalex.org/W2086977164; https://openalex.org/W2093219469; https://openalex.org/W2095019212; https://openalex.org/W2096314897; https://openalex.org/W2103536707; https://openalex.org/W2105414963; https://openalex.org/W2113219607; https://openalex.org/W2113414401; https://openalex.org/W2119211517; https://openalex.org/W2125390913; https://openalex.org/W2128405303; https://openalex.org/W2137775183; https://openalex.org/W2153118634; https://openalex.org/W2162141368; https://openalex.org/W2163045437; https://openalex.org/W2164703638; https://openalex.org/W2166807870; https://openalex.org/W2167785727; https://openalex.org/W2170273768; https://openalex.org/W2274330233; https://openalex.org/W2315103963; https://openalex.org/W2342456945; https://openalex.org/W2460243609; https://openalex.org/W2549877311; https://openalex.org/W2557126631; https://openalex.org/W2564956283; https://openalex.org/W2765557092; https://openalex.org/W3094249809; https://openalex.org/W6608882148; https://openalex.org/W6704186375; https://openalex.org/W6745755860,Ecological Economics,en,False
W2066023656,10.4337/9781843768593,The International Handbook of Environmental Sociology,1997,"Contents: Introduction Graham Woodgate PART I: CONCEPTS AND THEORIES IN ENVIRONMENTAL SOCIOLOGY Editorial Commentary Graham Woodgate 1. The Maturation and Diversification of Environmental Sociology: From Constructivism and Realism to Agnosticism and Pragmatism Riley E. Dunlap 2. Social Institutions and Environmental Change Frederick H. Buttel 3. From Environment Sociology to Global Ecosociology: The Dunlap - Buttel Debates Jean-Guy Vaillancourt 4. Ecological Modernization as a Social Theory of Environmental Reform Arthur P.J. Mol 5. Ecological Modernization Theory: Theoretical and Empirical Challenges Richard York, Eugene A. Rosa and Thomas Dietz 6. Postconstructivist Political Ecologies Arturo Escobar 7. Marx's Ecology and its Historical Significance John Bellamy Foster 8. The Transition Out of Carbon Dependence: The Crises of Environment and Markets Michael R. Redclift 9. Socio-ecological Agency: From 'Human Exceptionalism' to Coping with 'Exceptional' Global Environmental Change David Manuel-Navarrete and Christine N. Buzinde 10. Ecological Debt: An Integrating Concept for Socio-Environmental Change Inaki Barcena Hinojal and Rosa Lago Aurrekoetxea 11. The Emergence Model of Environment and Society John Hannigan 12. Peering into the Abyss: Environment, Research and Absurdity in the 'Age of Stupid' Raymond L. Bryant PART II: SUBSTANTIVE ISSUES FOR ENVIRONMENTAL SOCIOLOGY Editorial Commentary Graham Woodgate 13. Animals and Us Ted Benton 14. Science and the Environment in the Twenty-first Century Steven Yearley 15. New Challenges for Twenty-first Century Environmental Movements: Agricultural Biotechnology and Nanotechnology Maria Kousis 16. Sustainable Consumption: Developments, Considerations and New Directions Emma D. Hinton and Michael K. Goodman 17. Globalisation, Convergence and the Euro-Atlantic Development Model Wolfgang Sachs 18. Environmental Hazards and Human Disasters Raymond Murphy 19. Structural Obstacles to an Effective Post-2012 Global Climate Agreement: Why Social Structure Matters and How Addressing it Can Help Break the Impasse Bradley C. Parks and J. Timmons Roberts 20. Environmental Sociology and International Forestry: Historical Overview and Future Directions Bianca Ambrose-Oji PART III: INTERNATIONAL PERSPECTIVES ON ENVIRONMENT AND SOCIETY Editorial Commentary Graham Woodgate 21. The Role of Place in the Margins of Space David Manuel-Navarrete and Michael R. Redclift 22. Society, Environment and Development in Africa William M. Adams 23. Neoliberal Regimes of Environmental Governance: Climate Change, Biodiversity and Agriculture in Australia Stewart Lockie 24. Environmental Reform in Modernizing China Arthur P.J. Mol 25. Civic Engagement in Environmental Governance in Central and Eastern Europe JoAnn Carmin 26. A 'Sustaining Conservation' for Mexico? Nora Haenn Index",Michael Redclift; Graham Woodgate,A5059724271; A5065950333,,Sociology; Environmental sociology; Regional science; Social science,sociology; environmental-sociology; regional-science; social-science,https://openalex.org/W1538243852; https://openalex.org/W2009872045; https://openalex.org/W2062199894; https://openalex.org/W2093955358; https://openalex.org/W2318735428; https://openalex.org/W2906689523,Edward Elgar Publishing eBooks,en,False
W2980187407,,Preceding and governing measurements : an Emmanuelian conceptualization of ecological unequal exchange,2014,Preceding and governing measurements : an Emmanuelian conceptualization of ecological unequal exchange,Carl Nordlund,A5033663242,,Conceptualization; Ecology; Computer science; Biology; Artificial intelligence,conceptualization; ecology; computer-science; biology; artificial-intelligence,https://openalex.org/W94815793; https://openalex.org/W205206750; https://openalex.org/W592075714; https://openalex.org/W607313397; https://openalex.org/W619768729; https://openalex.org/W647037346; https://openalex.org/W651598703; https://openalex.org/W657044929; https://openalex.org/W1484903358; https://openalex.org/W1507577644; https://openalex.org/W1509006868; https://openalex.org/W1538980473; https://openalex.org/W1597769549; https://openalex.org/W1687549561; https://openalex.org/W1720817898; https://openalex.org/W1780160121; https://openalex.org/W1873550992; https://openalex.org/W1964725364; https://openalex.org/W1966605003; https://openalex.org/W1968441806; https://openalex.org/W1973660359; https://openalex.org/W1974075073; https://openalex.org/W1976412347; https://openalex.org/W1983474380; https://openalex.org/W1983716515; https://openalex.org/W1985596098; https://openalex.org/W1986552857; https://openalex.org/W1990164247; https://openalex.org/W2004388900; https://openalex.org/W2006081504; https://openalex.org/W2008134822; https://openalex.org/W2013402297; https://openalex.org/W2020935901; https://openalex.org/W2026865785; https://openalex.org/W2029425243; https://openalex.org/W2030674088; https://openalex.org/W2031736557; https://openalex.org/W2033186995; https://openalex.org/W2040057718; https://openalex.org/W2048034272; https://openalex.org/W2056926496; https://openalex.org/W2057810683; https://openalex.org/W2057931959; https://openalex.org/W2061901927; https://openalex.org/W2061916247; https://openalex.org/W2072688741; https://openalex.org/W2075693476; https://openalex.org/W2080577950; https://openalex.org/W2087385946; https://openalex.org/W2091709473; https://openalex.org/W2091732022; https://openalex.org/W2100618934; https://openalex.org/W2108429164; https://openalex.org/W2115328246; https://openalex.org/W2119211517; https://openalex.org/W2121841211; https://openalex.org/W2122831705; https://openalex.org/W2123393732; https://openalex.org/W2130289872; https://openalex.org/W2131524001; https://openalex.org/W2133011836; https://openalex.org/W2142043891; https://openalex.org/W2163308020; https://openalex.org/W2166561932; https://openalex.org/W2169085616; https://openalex.org/W2169776575; https://openalex.org/W2184625852; https://openalex.org/W2186681442; https://openalex.org/W2226489716; https://openalex.org/W2230443023; https://openalex.org/W2237618063; https://openalex.org/W2318867465; https://openalex.org/W2328416860; https://openalex.org/W2789951941; https://openalex.org/W3121753494,,en,False
